game_id,label,source_class,source_username,engine_move_count,critical_positions_count,error_moves_count,time_complexity_corr,critical_time_lift,cpl_mean,cpl_median,cpl_std,post_error_time_ratio
V9c8K7Tx,0,human,,22,4,1,0.3299818813397359,1.9,45.95454545454545,2.0,116.62546005861797,2.6666666666666665
VKOgeBjE,0,human,,26,5,3,-0.387969266731383,0.31666666666666665,61.19230769230769,12.0,115.2138544122221,0.7619047619047619
W1u1DgHx,0,human,,47,9,11,0.008542373142938405,0.5010224948875256,68.68085106382979,12.0,117.51959662441432,2.027972027972028
WHR2zxGw,1,bot,Boris-Trapsky,66,13,12,0.007176275037840419,0.8708733127337778,52.378787878787875,32.0,59.17251746185205,0.8876918933476973
WM385Gkv,1,bot,Boris-Trapsky,50,10,7,-0.26404692593080875,0.6632075471698115,42.54347826086956,24.5,56.8042812692001,
WOQH6rNk,0,human,,91,18,16,0.2224446256694811,2.341354723707665,51.337078651685395,22.0,72.49594236149672,5.696969696969697
Wmjffc1x,0,human,,69,14,9,-0.10693310846345065,0.7105152911604524,43.26086956521739,13.0,63.429443209841615,1.2439407149084567
WoUnyXm1,0,human,,39,8,2,0.1630019971531978,1.4639423076923077,42.8974358974359,10.0,93.83012333311424,3.233333333333333
WzuhiKmz,0,human,,47,9,4,0.2565555459101708,2.1894736842105265,47.1063829787234,20.0,75.35059446956711,0.9450549450549451
XJIcXRSi,0,human,,32,6,0,-0.0673275730144825,0.8517110266159695,20.875,5.0,52.27376851729747,
XX2wXSlQ,0,human,,43,9,8,0.07482336172124189,1.2210998877665544,61.83720930232558,25.0,114.10723847014165,2.7674418604651163
XfZwlTea,0,human,,28,6,3,0.29069539878127876,2.6666666666666665,47.107142857142854,4.5,83.29137293935338,4.916666666666667
XpiCE9TS,0,human,,43,9,6,0.1543408800327428,0.9980506822612085,44.53488372093023,9.0,92.55051388477169,0.9152249134948097
YY2xnczX,0,human,,62,12,3,-0.11003287533735498,0.5,33.38709677419355,14.0,54.931439625347664,0.6961137440758294
